trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
2630,2025-10-19T06:20:00,memory_recall,Trial_2630_memory_recall,sadness,"[""L40.N1903"", ""L39.N692"", ""L31.N729"", ""L33.N4075"", ""L41.N566"", ""L32.N1311"", ""L46.N3423"", ""L27.N4"", ""L46.N623"", ""L24.N497"", ""L41.N3678"", ""L42.N1160"", ""L24.N3834"", ""L26.N537"", ""L25.N2849"", ""L40.N3077"", ""L28.N1853"", ""L44.N586"", ""L32.N2869""]",sadness,0.5927,0.6316,long_term,336.99,True
2631,2025-10-19T06:30:00,autonomous_thought,Trial_2631_autonomous_thought,anger,"[""L43.N624"", ""L43.N2689"", ""L28.N3610"", ""L41.N3788"", ""L41.N1403"", ""L34.N1997"", ""L35.N1539"", ""L30.N1740"", ""L42.N554"", ""L30.N1850"", ""L38.N754"", ""L43.N336"", ""L46.N3392"", ""L35.N2898"", ""L28.N2793""]",anger,0.2614,0.53,short_term,177.99,True
2632,2025-10-19T06:40:00,creative_output,Trial_2632_creative_output,sadness,"[""L43.N447"", ""L29.N3883"", ""L46.N3306"", ""L45.N579"", ""L47.N165"", ""L41.N3132"", ""L29.N2912"", ""L33.N139"", ""L30.N3671"", ""L34.N1503"", ""L43.N2679"", ""L24.N1946"", ""L39.N163"", ""L29.N2185"", ""L30.N2859"", ""L42.N201"", ""L25.N3816"", ""L24.N585""]",sadness,0.179,0.3088,short_term,102.3,True
2633,2025-10-19T06:50:00,memory_recall,Trial_2633_memory_recall,sadness,"[""L36.N2405"", ""L47.N3049"", ""L25.N1828"", ""L42.N2881"", ""L45.N1439""]",sadness,0.0866,0.5916,short_term,82.86,True
2634,2025-10-19T07:00:00,creative_output,Trial_2634_creative_output,anger,"[""L31.N1141"", ""L29.N482"", ""L24.N135"", ""L35.N2342"", ""L40.N955"", ""L36.N3639""]",anger,0.3738,0.5348,short_term,200.1,True
2635,2025-10-19T07:10:00,learning_discovery,Trial_2635_learning_discovery,neutral,"[""L47.N218"", ""L35.N2053"", ""L25.N2886"", ""L45.N2115"", ""L43.N2671"", ""L40.N3740"", ""L26.N1850"", ""L47.N2562"", ""L37.N3053""]",neutral,0.3814,0.6238,long_term,56.14,True
2636,2025-10-19T07:20:00,conversation,Trial_2636_conversation,joy,"[""L34.N715"", ""L38.N1532"", ""L47.N1902"", ""L45.N2559"", ""L27.N2522""]",fear,0.3308,0.8877,long_term,444.03,False
2637,2025-10-19T07:30:00,memory_recall,Trial_2637_memory_recall,fear,"[""L42.N2407"", ""L43.N3049"", ""L40.N114"", ""L24.N3860"", ""L38.N1450"", ""L30.N1551"", ""L26.N1814"", ""L35.N4023"", ""L39.N307"", ""L42.N1889"", ""L31.N1650"", ""L46.N1162""]",fear,0.2825,0.5577,short_term,384.75,True
2638,2025-10-19T07:40:00,memory_recall,Trial_2638_memory_recall,joy,"[""L38.N3921"", ""L35.N937"", ""L30.N1614"", ""L38.N3339"", ""L43.N3406"", ""L26.N3407""]",joy,0.1406,0.2179,short_term,352.01,True
2639,2025-10-19T07:50:00,autonomous_thought,Trial_2639_autonomous_thought,neutral,"[""L38.N72"", ""L40.N2144"", ""L25.N262"", ""L46.N222"", ""L37.N484"", ""L27.N1708"", ""L33.N556"", ""L45.N2263"", ""L35.N1718"", ""L41.N2570""]",neutral,0.4515,0.8227,long_term,337.22,True
2640,2025-10-19T08:00:00,task_completion,Trial_2640_task_completion,surprise,"[""L28.N3504"", ""L33.N1667"", ""L47.N2477"", ""L46.N1989"", ""L35.N701"", ""L43.N217"", ""L35.N3389"", ""L24.N1341"", ""L35.N1465"", ""L29.N1475"", ""L40.N2569"", ""L42.N3754"", ""L24.N3108""]",anger,0.2657,0.7686,long_term,574.27,False
2641,2025-10-19T08:10:00,error_event,Trial_2641_error_event,sadness,"[""L37.N3493"", ""L29.N3604"", ""L46.N2208"", ""L43.N3114"", ""L45.N2653"", ""L27.N197"", ""L25.N2298"", ""L43.N831"", ""L28.N3662"", ""L46.N103"", ""L40.N3734"", ""L33.N2120"", ""L25.N3434"", ""L25.N922"", ""L39.N1283"", ""L40.N1512""]",sadness,0.6154,0.9102,long_term,241.51,True
2642,2025-10-19T08:20:00,learning_discovery,Trial_2642_learning_discovery,fear,"[""L37.N3777"", ""L44.N1742"", ""L35.N4077"", ""L46.N3209"", ""L26.N1313"", ""L25.N990"", ""L34.N683"", ""L38.N1451"", ""L34.N2035"", ""L43.N1645"", ""L28.N146"", ""L40.N2428"", ""L38.N1726"", ""L43.N1488"", ""L35.N3015"", ""L38.N1076"", ""L25.N3099""]",fear,0.2778,0.5605,short_term,275.54,True
2643,2025-10-19T08:30:00,conversation,Trial_2643_conversation,neutral,"[""L41.N1559"", ""L47.N3403"", ""L24.N3107"", ""L28.N3481"", ""L47.N66"", ""L24.N1190"", ""L43.N2745"", ""L35.N1268"", ""L29.N595"", ""L40.N2090"", ""L31.N2666"", ""L36.N2504"", ""L42.N601"", ""L43.N2948""]",neutral,0.7064,0.4973,long_term,397.99,True
2644,2025-10-19T08:40:00,conversation,Trial_2644_conversation,anger,"[""L33.N688"", ""L29.N2039"", ""L37.N2280"", ""L47.N3548"", ""L28.N2678"", ""L45.N2808"", ""L43.N2951"", ""L39.N838"", ""L46.N417"", ""L32.N2587"", ""L44.N1097"", ""L42.N35"", ""L36.N1433"", ""L25.N530"", ""L29.N687"", ""L38.N1645"", ""L36.N2171""]",anger,0.6471,0.6319,long_term,598.38,True
2645,2025-10-19T08:50:00,task_completion,Trial_2645_task_completion,joy,"[""L27.N2415"", ""L41.N2441"", ""L43.N1019"", ""L31.N1989"", ""L40.N1340"", ""L28.N3898"", ""L45.N835"", ""L27.N1618"", ""L45.N3611"", ""L32.N716"", ""L30.N1080"", ""L45.N2556"", ""L41.N3509"", ""L46.N3601"", ""L40.N2428"", ""L45.N3934""]",joy,0.597,0.1366,short_term,173.38,True
2646,2025-10-19T09:00:00,creative_output,Trial_2646_creative_output,joy,"[""L42.N558"", ""L42.N2373"", ""L27.N1014"", ""L30.N2296"", ""L25.N2330"", ""L25.N3125"", ""L37.N2792"", ""L30.N1173"", ""L28.N3127"", ""L35.N2257"", ""L42.N399"", ""L35.N1151""]",joy,0.8058,0.967,vital,329.13,True
2647,2025-10-19T09:10:00,task_completion,Trial_2647_task_completion,neutral,"[""L34.N104"", ""L25.N3292"", ""L44.N3623"", ""L24.N1184"", ""L35.N3043"", ""L24.N3147"", ""L37.N1952"", ""L35.N1476"", ""L25.N1955"", ""L47.N3818"", ""L45.N433"", ""L42.N625"", ""L43.N3054"", ""L44.N1659"", ""L38.N3720""]",neutral,0.2721,0.6649,long_term,65.81,True
2648,2025-10-19T09:20:00,creative_output,Trial_2648_creative_output,sadness,"[""L42.N1067"", ""L30.N989"", ""L24.N3650"", ""L46.N780"", ""L27.N3670"", ""L33.N3365"", ""L27.N1174"", ""L31.N1805"", ""L47.N1398""]",sadness,0.6431,0.2104,long_term,130.74,True
2649,2025-10-19T09:30:00,user_interaction,Trial_2649_user_interaction,anger,"[""L38.N3027"", ""L40.N643"", ""L44.N1747"", ""L36.N878"", ""L32.N2896"", ""L26.N3112"", ""L46.N2516"", ""L34.N1973"", ""L43.N532"", ""L47.N3492""]",anger,0.3623,0.4826,short_term,212.09,True
2650,2025-10-19T09:40:00,creative_output,Trial_2650_creative_output,neutral,"[""L40.N1357"", ""L26.N3648"", ""L46.N3372"", ""L41.N3657"", ""L46.N59"", ""L42.N2162"", ""L40.N294"", ""L31.N1583"", ""L39.N1050"", ""L39.N3507""]",neutral,0.4899,0.8463,long_term,575.89,True
2651,2025-10-19T09:50:00,user_interaction,Trial_2651_user_interaction,joy,"[""L45.N1160"", ""L47.N2105"", ""L41.N2475"", ""L33.N1200"", ""L35.N3553"", ""L37.N485"", ""L34.N973"", ""L46.N2669"", ""L29.N704""]",joy,0.0606,0.2096,short_term,138.82,True
2652,2025-10-19T10:00:00,conversation,Trial_2652_conversation,fear,"[""L25.N2929"", ""L43.N1247"", ""L26.N2595"", ""L28.N3347"", ""L26.N770""]",fear,0.5993,0.9422,vital,396.96,True
2653,2025-10-19T10:10:00,autonomous_thought,Trial_2653_autonomous_thought,joy,"[""L29.N3364"", ""L31.N613"", ""L40.N2255"", ""L34.N2944"", ""L37.N1068"", ""L33.N521"", ""L45.N2279"", ""L32.N1502"", ""L27.N1962"", ""L46.N2216"", ""L35.N748"", ""L31.N891"", ""L36.N599"", ""L24.N2713"", ""L45.N106"", ""L47.N3425"", ""L28.N2506"", ""L27.N2119"", ""L35.N226""]",joy,0.7565,0.9711,vital,121.48,True
2654,2025-10-19T10:20:00,conversation,Trial_2654_conversation,fear,"[""L33.N2629"", ""L27.N276"", ""L33.N595"", ""L40.N3443"", ""L29.N3326"", ""L34.N1745"", ""L46.N2120"", ""L35.N3358"", ""L34.N2745"", ""L41.N246"", ""L25.N3791"", ""L32.N2159"", ""L35.N1904"", ""L36.N4003"", ""L36.N3755"", ""L25.N1392"", ""L38.N460"", ""L25.N1497"", ""L29.N2004""]",fear,0.6748,0.8147,long_term,517.99,True
2655,2025-10-19T10:30:00,conversation,Trial_2655_conversation,anger,"[""L33.N3461"", ""L28.N3701"", ""L31.N1285"", ""L34.N1549"", ""L44.N1914"", ""L43.N4"", ""L36.N1210"", ""L32.N3549"", ""L33.N3370"", ""L29.N948"", ""L47.N3268"", ""L28.N2607"", ""L47.N1272"", ""L31.N3534"", ""L38.N2376"", ""L38.N792""]",anger,0.7146,0.5061,long_term,69.83,True
2656,2025-10-19T10:40:00,autonomous_thought,Trial_2656_autonomous_thought,fear,"[""L33.N1605"", ""L39.N2509"", ""L35.N80"", ""L33.N2140"", ""L33.N71"", ""L34.N2554"", ""L41.N1452"", ""L43.N719"", ""L46.N2445"", ""L35.N2668"", ""L36.N3023"", ""L24.N2519"", ""L35.N264"", ""L36.N940"", ""L31.N3697"", ""L47.N3063"", ""L41.N3802"", ""L32.N1632"", ""L30.N3660""]",fear,0.5467,0.813,long_term,233.79,True
2657,2025-10-19T10:50:00,memory_recall,Trial_2657_memory_recall,neutral,"[""L47.N2852"", ""L32.N1552"", ""L44.N1613"", ""L32.N110"", ""L45.N307"", ""L24.N76"", ""L33.N606"", ""L35.N3423""]",neutral,0.3988,0.7074,long_term,585.41,True
2658,2025-10-19T11:00:00,learning_discovery,Trial_2658_learning_discovery,surprise,"[""L35.N1309"", ""L25.N3539"", ""L37.N1768"", ""L45.N525"", ""L29.N2198"", ""L28.N2739"", ""L42.N1201"", ""L30.N2772"", ""L24.N3027""]",surprise,0.1902,0.2409,short_term,556.16,True
2659,2025-10-19T11:10:00,creative_output,Trial_2659_creative_output,surprise,"[""L40.N1115"", ""L44.N526"", ""L31.N3635"", ""L35.N3524"", ""L31.N3108"", ""L37.N3459"", ""L38.N979"", ""L45.N2025"", ""L40.N547""]",surprise,0.0518,0.1458,short_term,493.7,True
2660,2025-10-19T11:20:00,autonomous_thought,Trial_2660_autonomous_thought,neutral,"[""L25.N3044"", ""L38.N2429"", ""L42.N3149"", ""L30.N2172"", ""L32.N1312"", ""L47.N3699"", ""L33.N3562"", ""L44.N1579"", ""L24.N2644"", ""L31.N3351"", ""L29.N171"", ""L32.N1987"", ""L29.N4034"", ""L25.N2968"", ""L44.N538"", ""L41.N2564"", ""L45.N2519"", ""L44.N1278""]",neutral,0.1683,0.4821,short_term,176.75,True
2661,2025-10-19T11:30:00,user_interaction,Trial_2661_user_interaction,surprise,"[""L41.N3419"", ""L29.N3146"", ""L30.N2287"", ""L31.N2274"", ""L34.N1619"", ""L45.N2802"", ""L34.N1109"", ""L32.N3531"", ""L39.N68"", ""L25.N1385"", ""L25.N285"", ""L46.N3581"", ""L27.N440"", ""L39.N1733"", ""L33.N3100"", ""L44.N3910"", ""L28.N2732""]",surprise,0.5852,0.6624,long_term,117.5,True
2662,2025-10-19T11:40:00,autonomous_thought,Trial_2662_autonomous_thought,anger,"[""L37.N1170"", ""L24.N1628"", ""L33.N1827"", ""L46.N3793"", ""L35.N3454"", ""L30.N2974"", ""L29.N616"", ""L25.N3837"", ""L38.N3349"", ""L36.N714"", ""L45.N2485"", ""L42.N517"", ""L32.N1981"", ""L35.N2844"", ""L34.N706"", ""L41.N2295""]",anger,0.4125,0.8972,long_term,319.54,True
2663,2025-10-19T11:50:00,user_interaction,Trial_2663_user_interaction,joy,"[""L38.N3844"", ""L28.N1281"", ""L41.N1829"", ""L41.N2141"", ""L45.N2555"", ""L30.N2527"", ""L43.N761"", ""L43.N3868"", ""L26.N2463"", ""L40.N3955"", ""L42.N3207"", ""L44.N2710"", ""L42.N4018"", ""L29.N1529"", ""L43.N2695"", ""L26.N324"", ""L24.N189"", ""L24.N3262"", ""L47.N2719""]",joy,0.4624,0.8446,long_term,386.75,True
2664,2025-10-19T12:00:00,error_event,Trial_2664_error_event,fear,"[""L35.N3556"", ""L38.N470"", ""L43.N2001"", ""L44.N250"", ""L29.N1692"", ""L47.N1229""]",fear,0.003,0.5927,short_term,571.18,True
2665,2025-10-19T12:10:00,memory_recall,Trial_2665_memory_recall,disgust,"[""L32.N1509"", ""L26.N3933"", ""L31.N3951"", ""L42.N3968"", ""L36.N875"", ""L43.N221"", ""L31.N3133"", ""L37.N1189"", ""L26.N1794"", ""L46.N2253"", ""L44.N3234"", ""L35.N3243"", ""L40.N2986""]",disgust,0.431,0.5116,short_term,64.4,True
2666,2025-10-19T12:20:00,task_completion,Trial_2666_task_completion,disgust,"[""L32.N1107"", ""L38.N1052"", ""L34.N2260"", ""L26.N2518"", ""L38.N3792"", ""L47.N2082"", ""L43.N825"", ""L27.N2762"", ""L46.N3293"", ""L30.N2451"", ""L45.N1623"", ""L37.N1187"", ""L36.N256"", ""L46.N2417""]",disgust,0.1544,0.4856,short_term,338.14,True
2667,2025-10-19T12:30:00,learning_discovery,Trial_2667_learning_discovery,joy,"[""L43.N325"", ""L41.N1080"", ""L41.N3080"", ""L38.N662"", ""L26.N1528"", ""L32.N277""]",joy,0.3797,0.8761,long_term,140.19,True
2668,2025-10-19T12:40:00,task_completion,Trial_2668_task_completion,joy,"[""L27.N2248"", ""L29.N508"", ""L33.N1215"", ""L41.N162"", ""L46.N2398"", ""L43.N1158"", ""L35.N507"", ""L28.N944"", ""L42.N1720""]",joy,0.8827,0.9693,vital,226.44,True
2669,2025-10-19T12:50:00,user_interaction,Trial_2669_user_interaction,joy,"[""L38.N458"", ""L47.N3168"", ""L37.N3226"", ""L27.N2725"", ""L31.N3795"", ""L25.N3"", ""L40.N3223"", ""L32.N658"", ""L31.N3752"", ""L36.N2503"", ""L37.N433"", ""L41.N3657"", ""L43.N2240"", ""L35.N226""]",joy,0.3703,0.1445,short_term,460.48,True
2670,2025-10-19T13:00:00,memory_recall,Trial_2670_memory_recall,disgust,"[""L36.N2556"", ""L34.N3480"", ""L43.N2387"", ""L40.N2366"", ""L38.N2557"", ""L29.N3781"", ""L30.N1896"", ""L32.N724"", ""L41.N896"", ""L41.N3825"", ""L35.N3776""]",disgust,0.691,0.388,long_term,569.98,True
2671,2025-10-19T13:10:00,learning_discovery,Trial_2671_learning_discovery,anger,"[""L39.N1531"", ""L47.N3743"", ""L29.N112"", ""L36.N349"", ""L46.N3090"", ""L43.N641"", ""L33.N4094"", ""L32.N1716"", ""L35.N1927"", ""L32.N3626"", ""L24.N1450"", ""L42.N2678"", ""L25.N1357"", ""L27.N2067"", ""L46.N2365"", ""L38.N2049"", ""L47.N1623"", ""L39.N629""]",anger,0.2584,0.3232,short_term,596.02,True
2672,2025-10-19T13:20:00,autonomous_thought,Trial_2672_autonomous_thought,surprise,"[""L30.N3368"", ""L38.N3027"", ""L36.N3462"", ""L45.N527"", ""L33.N2296"", ""L47.N3265"", ""L42.N3749"", ""L44.N2129"", ""L25.N3924"", ""L44.N1408"", ""L38.N2761"", ""L26.N1048"", ""L33.N3964"", ""L26.N853"", ""L29.N193"", ""L46.N3704"", ""L32.N2919"", ""L44.N1879"", ""L24.N3824""]",surprise,0.5227,0.4991,short_term,505.41,True
2673,2025-10-19T13:30:00,user_interaction,Trial_2673_user_interaction,neutral,"[""L37.N1298"", ""L24.N2146"", ""L39.N583"", ""L30.N1620"", ""L34.N3801"", ""L38.N696"", ""L36.N435"", ""L29.N1467"", ""L28.N1845"", ""L27.N1490"", ""L38.N2388"", ""L28.N1021"", ""L34.N3537""]",neutral,0.3546,0.1862,short_term,195.79,True
2674,2025-10-19T13:40:00,task_completion,Trial_2674_task_completion,surprise,"[""L46.N3009"", ""L33.N3955"", ""L29.N786"", ""L29.N2681"", ""L38.N1440"", ""L31.N1369"", ""L44.N1789"", ""L34.N1133"", ""L24.N1165"", ""L33.N1790""]",surprise,0.8733,0.2428,long_term,532.57,True
2675,2025-10-19T13:50:00,learning_discovery,Trial_2675_learning_discovery,fear,"[""L26.N917"", ""L41.N823"", ""L30.N1258"", ""L41.N2032"", ""L46.N975"", ""L46.N1215"", ""L26.N1181"", ""L36.N1991"", ""L47.N3908"", ""L30.N50"", ""L45.N3762"", ""L35.N2472"", ""L46.N3696"", ""L47.N2648"", ""L33.N1393"", ""L24.N3278""]",fear,0.198,0.7063,long_term,149.29,True
2676,2025-10-19T14:00:00,task_completion,Trial_2676_task_completion,sadness,"[""L29.N1935"", ""L38.N3237"", ""L44.N3463"", ""L26.N520"", ""L44.N3240"", ""L28.N3346"", ""L39.N3663"", ""L41.N3531"", ""L39.N1916"", ""L28.N706"", ""L30.N1139"", ""L37.N87"", ""L39.N1696"", ""L28.N2375"", ""L25.N2869"", ""L30.N997"", ""L33.N674"", ""L29.N886""]",sadness,0.332,0.3021,short_term,389.96,True
2677,2025-10-19T14:10:00,task_completion,Trial_2677_task_completion,sadness,"[""L40.N790"", ""L27.N2850"", ""L37.N1301"", ""L26.N2043"", ""L34.N9"", ""L26.N2728"", ""L39.N1585""]",sadness,0.8762,0.9295,long_term,442.01,True
2678,2025-10-19T14:20:00,memory_recall,Trial_2678_memory_recall,anger,"[""L36.N2880"", ""L47.N2017"", ""L38.N3459"", ""L36.N1782"", ""L37.N238"", ""L31.N1951"", ""L32.N3812"", ""L26.N3110"", ""L31.N15"", ""L40.N3674"", ""L33.N2740""]",anger,0.6429,0.9945,vital,563.68,True
2679,2025-10-19T14:30:00,memory_recall,Trial_2679_memory_recall,fear,"[""L34.N3744"", ""L45.N1898"", ""L34.N1636"", ""L43.N1685"", ""L41.N1735"", ""L45.N398"", ""L26.N79"", ""L43.N3691"", ""L25.N3219""]",surprise,0.1123,0.1048,short_term,78.77,False
2680,2025-10-19T14:40:00,user_interaction,Trial_2680_user_interaction,neutral,"[""L39.N3736"", ""L33.N3270"", ""L25.N3331"", ""L45.N3896"", ""L45.N2051"", ""L24.N1790"", ""L39.N918"", ""L46.N2053"", ""L42.N3524"", ""L46.N1765"", ""L30.N3716"", ""L24.N921"", ""L44.N417"", ""L33.N705"", ""L43.N3341"", ""L45.N372"", ""L30.N3273"", ""L31.N2105""]",neutral,0.003,0.4238,short_term,412.85,True
2681,2025-10-19T14:50:00,autonomous_thought,Trial_2681_autonomous_thought,joy,"[""L42.N1753"", ""L33.N1809"", ""L25.N996"", ""L25.N1203"", ""L26.N2942"", ""L47.N776"", ""L34.N3375"", ""L37.N125"", ""L37.N2421"", ""L43.N2602"", ""L34.N3965"", ""L41.N3690"", ""L47.N2046"", ""L37.N3314"", ""L41.N3299"", ""L36.N289"", ""L42.N3624"", ""L46.N1610""]",joy,0.7577,0.9171,vital,240.79,True
2682,2025-10-19T15:00:00,memory_recall,Trial_2682_memory_recall,surprise,"[""L46.N1850"", ""L39.N1614"", ""L47.N1859"", ""L46.N2005"", ""L38.N912"", ""L25.N1351"", ""L29.N934"", ""L47.N1243"", ""L39.N510"", ""L28.N3604"", ""L41.N403""]",surprise,0.5591,0.8506,long_term,581.24,True
2683,2025-10-19T15:10:00,autonomous_thought,Trial_2683_autonomous_thought,surprise,"[""L25.N227"", ""L38.N807"", ""L27.N4071"", ""L30.N1420"", ""L28.N723"", ""L45.N3733"", ""L41.N114"", ""L34.N2565"", ""L27.N1858"", ""L43.N1221"", ""L38.N3586"", ""L40.N3549"", ""L45.N894""]",anger,0.494,0.2133,short_term,474.17,False
2684,2025-10-19T15:20:00,creative_output,Trial_2684_creative_output,sadness,"[""L26.N1066"", ""L36.N2936"", ""L32.N2879"", ""L38.N2347"", ""L33.N698"", ""L44.N3587"", ""L30.N284"", ""L32.N2309"", ""L30.N1744"", ""L27.N3326"", ""L25.N2128"", ""L30.N3210""]",sadness,0.261,0.8626,long_term,286.35,True
2685,2025-10-19T15:30:00,memory_recall,Trial_2685_memory_recall,anger,"[""L42.N3309"", ""L31.N1926"", ""L24.N2968"", ""L29.N4059"", ""L27.N2319"", ""L38.N3477"", ""L41.N2481"", ""L31.N1929"", ""L28.N742"", ""L40.N453"", ""L34.N1274""]",sadness,0.5111,0.8921,long_term,170.25,False
2686,2025-10-19T15:40:00,memory_recall,Trial_2686_memory_recall,neutral,"[""L28.N312"", ""L39.N1052"", ""L34.N3382"", ""L46.N2104"", ""L41.N3481"", ""L38.N1156"", ""L31.N3047"", ""L42.N2276"", ""L27.N3667"", ""L41.N2901"", ""L35.N1472"", ""L31.N3515"", ""L32.N410""]",fear,0.4546,0.1779,short_term,198.92,False
2687,2025-10-19T15:50:00,error_event,Trial_2687_error_event,joy,"[""L37.N2468"", ""L36.N2936"", ""L28.N2686"", ""L38.N733"", ""L26.N2459""]",joy,0.1928,0.3945,short_term,220.78,True
2688,2025-10-19T16:00:00,task_completion,Trial_2688_task_completion,surprise,"[""L29.N2834"", ""L28.N3830"", ""L40.N434"", ""L45.N1817"", ""L41.N951"", ""L46.N875"", ""L41.N1508"", ""L36.N2558"", ""L27.N3294"", ""L41.N2291"", ""L32.N3417"", ""L25.N121"", ""L33.N3436"", ""L29.N2899"", ""L31.N1132"", ""L27.N2904"", ""L42.N2118"", ""L38.N3364""]",surprise,0.247,0.2864,short_term,288.97,True
2689,2025-10-19T16:10:00,conversation,Trial_2689_conversation,neutral,"[""L44.N1021"", ""L28.N586"", ""L27.N557"", ""L27.N1155"", ""L25.N678"", ""L42.N3808"", ""L35.N90"", ""L42.N3960"", ""L35.N3880"", ""L30.N1888"", ""L29.N4041"", ""L24.N3185"", ""L26.N522""]",neutral,0.1946,0.4192,short_term,311.84,True
2690,2025-10-19T16:20:00,error_event,Trial_2690_error_event,neutral,"[""L41.N2847"", ""L38.N1975"", ""L44.N2137"", ""L41.N2402"", ""L33.N953"", ""L38.N694"", ""L31.N1012"", ""L31.N4092"", ""L37.N3913""]",neutral,0.223,0.5252,short_term,284.75,True
2691,2025-10-19T16:30:00,error_event,Trial_2691_error_event,surprise,"[""L41.N2039"", ""L43.N3671"", ""L29.N1320"", ""L39.N2911"", ""L29.N1418"", ""L26.N967"", ""L24.N2101"", ""L38.N2734"", ""L42.N761"", ""L33.N1810"", ""L32.N134"", ""L37.N2305"", ""L45.N2491"", ""L36.N3859"", ""L46.N3011"", ""L30.N1269""]",surprise,0.1296,0.5153,short_term,327.87,True
2692,2025-10-19T16:40:00,creative_output,Trial_2692_creative_output,surprise,"[""L37.N666"", ""L27.N3390"", ""L42.N2350"", ""L37.N1814"", ""L39.N1171"", ""L44.N1410"", ""L29.N1052"", ""L27.N960"", ""L41.N2055"", ""L39.N2302"", ""L43.N1019"", ""L39.N3374"", ""L25.N28""]",surprise,0.4132,0.4445,short_term,444.67,True
2693,2025-10-19T16:50:00,autonomous_thought,Trial_2693_autonomous_thought,disgust,"[""L40.N3259"", ""L42.N1544"", ""L28.N3437"", ""L39.N3258"", ""L47.N3264"", ""L43.N895"", ""L26.N1417"", ""L38.N1526"", ""L26.N1085"", ""L24.N492""]",disgust,0.4937,0.334,short_term,381.27,True
2694,2025-10-19T17:00:00,memory_recall,Trial_2694_memory_recall,neutral,"[""L47.N2639"", ""L43.N753"", ""L31.N2412"", ""L31.N2041"", ""L36.N87"", ""L35.N1260"", ""L40.N3246"", ""L32.N3123"", ""L27.N3319"", ""L35.N2935"", ""L45.N1059"", ""L36.N98"", ""L28.N140"", ""L37.N1735""]",neutral,0.2718,0.5243,short_term,90.94,True
2695,2025-10-19T17:10:00,creative_output,Trial_2695_creative_output,anger,"[""L34.N1424"", ""L36.N4067"", ""L36.N3944"", ""L45.N3181"", ""L35.N1593"", ""L47.N2461"", ""L36.N3079"", ""L28.N2410"", ""L47.N3647"", ""L43.N3973"", ""L30.N1973"", ""L45.N3262"", ""L47.N1757"", ""L38.N3620"", ""L47.N4008"", ""L43.N94""]",anger,0.4767,0.855,long_term,558.7,True
2696,2025-10-19T17:20:00,user_interaction,Trial_2696_user_interaction,disgust,"[""L36.N2634"", ""L33.N733"", ""L32.N1245"", ""L29.N2477"", ""L33.N120"", ""L40.N1057"", ""L25.N3450""]",disgust,0.176,0.3654,short_term,418.83,True
2697,2025-10-19T17:30:00,autonomous_thought,Trial_2697_autonomous_thought,neutral,"[""L37.N3546"", ""L43.N4066"", ""L34.N3161"", ""L26.N3396"", ""L39.N2122"", ""L24.N136"", ""L45.N2308"", ""L43.N1911"", ""L34.N2657"", ""L33.N3711"", ""L28.N1567"", ""L47.N784""]",neutral,0.2764,0.3647,short_term,471.9,True
2698,2025-10-19T17:40:00,autonomous_thought,Trial_2698_autonomous_thought,sadness,"[""L35.N2221"", ""L24.N2202"", ""L37.N518"", ""L33.N235"", ""L29.N1967"", ""L33.N1267"", ""L35.N3738"", ""L33.N2345"", ""L45.N1977"", ""L34.N1064"", ""L32.N3179"", ""L25.N1197"", ""L32.N3932""]",anger,0.4506,0.6424,long_term,170.72,False
2699,2025-10-19T17:50:00,user_interaction,Trial_2699_user_interaction,disgust,"[""L36.N2901"", ""L39.N2988"", ""L31.N3417"", ""L35.N4050"", ""L33.N1909"", ""L25.N1710"", ""L40.N1531"", ""L29.N3003"", ""L26.N330"", ""L28.N1557"", ""L36.N911"", ""L45.N315"", ""L33.N3724"", ""L46.N4030"", ""L46.N3754""]",joy,0.4986,0.5595,short_term,422.58,False
2700,2025-10-19T18:00:00,error_event,Trial_2700_error_event,surprise,"[""L33.N2332"", ""L25.N2802"", ""L29.N1697"", ""L41.N877"", ""L29.N2315""]",surprise,0.3034,0.3868,short_term,165.4,True
2701,2025-10-19T18:10:00,learning_discovery,Trial_2701_learning_discovery,surprise,"[""L43.N3069"", ""L28.N1901"", ""L43.N1019"", ""L37.N3304"", ""L31.N2666""]",disgust,0.3042,0.2779,short_term,373.89,False
2702,2025-10-19T18:20:00,memory_recall,Trial_2702_memory_recall,neutral,"[""L34.N2262"", ""L33.N876"", ""L44.N859"", ""L42.N1819"", ""L25.N1692"", ""L43.N3580"", ""L37.N2075"", ""L24.N3002"", ""L35.N3057"", ""L47.N1871""]",neutral,0.0761,0.2986,short_term,372.92,True
2703,2025-10-19T18:30:00,learning_discovery,Trial_2703_learning_discovery,neutral,"[""L45.N1294"", ""L39.N478"", ""L37.N3067"", ""L40.N419"", ""L37.N3811""]",neutral,0.34,0.2971,short_term,297.94,True
2704,2025-10-19T18:40:00,task_completion,Trial_2704_task_completion,surprise,"[""L27.N735"", ""L30.N3302"", ""L41.N3403"", ""L39.N2277"", ""L28.N1257"", ""L40.N1021"", ""L26.N1800"", ""L33.N2136"", ""L33.N3508"", ""L29.N3416""]",surprise,0.5627,0.6356,long_term,315.72,True
